KsiazkaId,Tytul,Autor,Opis,Kategoria,Opis_en
1072,Jack Reacher: Poszukiwany,Lee Child,"Nigdy nie wiesz, do czyjego samochodu wsiądziesz, kiedy łapiesz okazję. Ale nie ma takiego kierowcy czy towarzysza podróży, z którym Jack Reacher by sobie nie poradził.
Zimową nocą na autostradzie w Nebrasce nie jest łatwo złapać okazję. Zwłaszcza jeśli jest się wielkim, groźnie wyglądającym facetem, w dodatku z krwawiącym nosem. Ale Reacher ma do załatwienia sprawę w Wirginii, więc nie rezygnuje.
I w końcu jego cierpliwość zostaje nagrodzona – wsiada do chevroleta, którym jedzie dwóch mężczyzn i kobieta. Szybko się orientuje, że żadne z nich nie jest tym, za kogo się podaje, i zastanawia się, jaką przypisali mu rolę.
Bo nie jest naiwny; wie, że nie zabrali go ze sobą z dobrego serca. Nie wie natomiast, że tej samej nocy w Nebrasce doszło do morderstwa, które wygląda na robotę zawodowców, i że policja rozsyła komunikaty o dwóch podejrzanych mężczyznach widzianych na miejscu zbrodni. Nie wie też, że gra toczy się o znacznie więcej niż zwykłe morderstwo.
Paradoksalnie Reacher jest jednocześnie zabijaką, niebezpiecznym jak grizzly, i myślicielem. Schwarzenegger i Sokrates w jednym.„Independent”",Kryminał,"QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS at the same time a killer, as dangerous as a grizzly, and a thinker. Schwarzenegger and Socrates in one.""Independent"""
3524,"Zapukaj, zanim zginiesz",Alek Rogoziński,"Kiedy Agata i Radek dziedziczą po swoim dalekim wuju willę pod Warszawą, sądzą, że przeprowadzka z Wybrzeża, skąd pochodzą, jest świetną szansą na nowy start w życiu.

Niestety nie wiedzą, że ich spadek obwarowany został niecodziennymi warunkami, a z domem ich wuja łączy się dawna nierozwiązana sprawa morderstwa.

Czy rodzeństwu uda się rozwiązać tę zagadkę? 
Co kryje w sobie pięć tajemniczych pokoi na strychu, do których nikt nie wchodził od wielu lat?

Tego dowiecie się z 34. już powieści Alka Rogozińskiego, autora słynącego z łączenia klasycznych intryg kryminalnych z dużą porcją czarnego humoru.",Kryminał,"
When Agata and Radek inherit a villa near Warsaw from their distant uncle, they think that moving from the Coast, where they come from, is a great chance for a new start in life.
Unfortunately, they do not know that their inheritance is subject to unusual conditions, and that an old unsolved murder case is connected to their uncle's house.
Will the siblings be able to solve this mystery?
What is hidden in the five mysterious rooms in the attic that no one has entered for many years?
This is what you will learn from the 34th novel by Alek Rogoziński, an author famous for combining classic criminal intrigues with a large dose of black humor."
70,Alchemik,C.J. Sansom,"Książka otwiera te drzwi w naszej duszy, o których istnieniu wolelibyśmy czasami zapomnieć. Każe marzyć, podążać za własnym powołaniem, podejmować ryzyko, pójść w świat i wrócić wystarczająco śmiałym by stawić czoła wszelkim przeszkodom. Baśniowa, alegoryczna powieść o wędrówce andaluzyjskiego pasterza, jest tłem do medytacji nad tym, jak ominąć życiowe pułapki by dotrzeć do samego siebie. Alchemia Paula Coelho to tajemna wiedza o prawdzie i jej dwu obliczach. Autor burzy wszelkie bariery bojaźni, które powstrzymują strumień naszych pragnień.
Potrzeba Alchemika i jego światowy rozgłos są oczywiste, albowiem lektura książki przemienia w złoto nawet najbardziej zaśniedziałe sprężyny ludzkich marzeń.",Kryminał,"
The book opens those doors in our souls that we would sometimes rather forget about. It tells us to dream, follow our own calling, take risks, go out into the world and come back bold enough to face all obstacles. A fairy-tale, allegorical novel about the journey of an Andalusian shepherd, is a background for meditation on how to bypass life's traps to reach ourselves. Paulo Coelho's Alchemy is the secret knowledge of truth and its two faces. The author destroys all the barriers of fear that stop the stream of our desires.
The need for the Alchemist and his worldwide fame are obvious, because reading the book transforms into gold even the most tarnished springs of human dreams."
3516,Zapach frezji,Natasza Socha,"Po prawie trzydziestu latach od brutalnego zamordowania 19-letniej Lucyny na jej grobie pojawia się bukiet świeżych frezji. Matka dziewczyny twierdzi, że ktoś zrobił to celowo, co więcej – wiedział, że to ulubione kwiaty Luśki. Kobieta jest przekonana, że morderca żyje i w ten sposób daje o sobie znać. Sprawa trafia do sekcji „archiwum x”, którą prowadzą Klara Majewska i Antoni Praszyński. Czy uda się rozwikłać zagadkę sprzed lat? Co tak naprawdę stało się z Lucyną i kto położył frezje na jej grobie?",Kryminał,"
Almost thirty years after the brutal murder of 19-year-old Lucyna, a bouquet of fresh freesias appears on her grave. The girl's mother claims that someone did it on purpose, what's more - they knew that these were Luśka's favorite flowers. The woman is convinced that the murderer is alive and this is how he makes himself known. The case ends up in the ""x-files"" section, run by Klara Majewska and Antoni Praszyński . Will they be able to solve the mystery from years ago? What really happened to Lucyna and who put the freesias on her grave?"
472,Cukierki,Natasza Socha,"Na jednym z poznańskich osiedli w halloweenową noc umiera mały chłopiec. Sekcja zwłok wykazuje, że ktoś otruł go cyjankiem. Do akcji wkracza Florentyna Bora i jej grupa dochodzeniowa. Kto zamordował niewinne dziecko? Czy była to zemsta na rodzicach? A może zbrodnia bez motywu? Prawda okazuje się jeszcze bardziej przerażająca…",Kryminał,A little boy dies on Halloween night in one of Poznań's housing estates. The autopsy shows that someone poisoned him with cyanide. Florentyna Bora and her investigation team enter the action. Who murdered an innocent child? Was it revenge on parents? Or maybe a crime without motive? The truth turns out to be even more frightening...
3515,Zapach frezji (ebook),Natasza Socha,"Po prawie trzydziestu latach od brutalnego zamordowania 19-letniej Lucyny na jej grobie pojawia się bukiet świeżych frezji. Matka dziewczyny twierdzi, że ktoś zrobił to celowo, co więcej – wiedział, że to ulubione kwiaty Luśki. Kobieta jest przekonana, że morderca żyje i w ten sposób daje o sobie znać. Sprawa trafia do sekcji „archiwum x”, którą prowadzą Klara Majewska i Antoni Praszyński. Czy uda się rozwikłać zagadkę sprzed lat? Co tak naprawdę stało się z Lucyną i kto położył frezje na jej grobie?",Kryminał,"
Almost thirty years after the brutal murder of 19-year-old Lucyna, a bouquet of fresh freesias appears on her grave. The girl's mother claims that someone did it on purpose, what's more - they knew that these were Luśka's favorite flowers. The woman is convinced that the murderer is alive and this is how he makes himself known. The case ends up in the ""x-files"" section, run by Klara Majewska and Antoni Praszyński . Will they be able to solve the mystery from years ago? What really happened to Lucyna and who put the freesias on her grave?"
1746,Na skraju załamania (wydanie pocketowe),B.A. Paris,"DESZCZOWA NOC, GŁUCHE TELEFONY I TO OKROPNE POCZUCIE WINY…
Wszystko zaczęło się tamtej nocy. W lesie.
Cass Anderson nie zatrzymała się, by sprawdzić, czy siedząca w zaparkowanym na leśnej drodze samochodzie kobieta nie potrzebuje pomocy. Teraz nieznajoma nie żyje. Od tamtej feralnej nocy Cass nie może się pozbierać – regularnie powtarzające się głuche telefony mącą jej spokój, a ona sama czuje, że nieustannie jest obserwowana. Nawet najmniejszy dźwięk przyprawia ją o przyspieszone bicie serca i ciarki. Nękana wyrzutami sumienia zaczyna miewać kłopoty z pamięcią. Coraz częściej nie może sobie przypomnieć, czy zażyła lekarstwa, jaki kod odblokowuje alarm, gdzie zaparkowała samochód, dlaczego zamówiła dziecięcy wózek, skoro nie jest w ciąży, i czy leżący na blacie w kuchni nóż na pewno nie był pokryty krwią… Jedyne, czego nie może wyrzucić z pamięci, to twarz zamordowanej kobiety.
Autorka Za zamkniętymi drzwiami, bestsellera, który wywołał sensację na międzynarodowym rynku wydawniczym, a w Polsce gościł na listach bestsellerów przez ponad 30 tygodni, powraca z nowym elektryzującym thrillerem psychologicznym! 
Zaskakujące zwroty akcji i ciągłe napięcie przyprawią Was o gęsią skórkę!
Jeśli nie możesz ufać nawet sobie, to komu możesz wierzyć?",Kryminał,"QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS and in Poland it has been on the bestseller lists for over 30 weeks, it returns with a new electrifying psychological thriller! 
Surprising twists and constant tension will give you goosebumps!
If you can't even trust yourself, who can you trust?"
471,Cukierki (ebook),Natasza Socha,"Na jednym z poznańskich osiedli w halloweenową noc umiera mały chłopiec. Sekcja zwłok wykazuje, że ktoś otruł go cyjankiem. Do akcji wkracza Florentyna Bora i jej grupa dochodzeniowa. Kto zamordował niewinne dziecko? Czy była to zemsta na rodzicach? A może zbrodnia bez motywu? Prawda okazuje się jeszcze bardziej przerażająca…",Kryminał,A little boy dies on Halloween night in one of Poznań's housing estates. The autopsy shows that someone poisoned him with cyanide. Florentyna Bora and her investigation team enter the action. Who murdered an innocent child? Was it revenge on parents? Or maybe a crime without motive? The truth turns out to be even more frightening...
470,Cukierki (audiobook),Natasza Socha,"Na jednym z poznańskich osiedli w halloweenową noc umiera mały chłopiec. Sekcja zwłok wykazuje, że ktoś otruł go cyjankiem. Do akcji wkracza Florentyna Bora i jej grupa dochodzeniowa. Kto zamordował niewinne dziecko? Czy była to zemsta na rodzicach? A może zbrodnia bez motywu? Prawda okazuje się jeszcze bardziej przerażająca…",Kryminał,A little boy dies on Halloween night in one of Poznań's housing estates. The autopsy shows that someone poisoned him with cyanide. Florentyna Bora and her investigation team enter the action. Who murdered an innocent child? Was it revenge on parents? Or maybe a crime without motive? The truth turns out to be even more frightening...
3514,Zapach frezji (audiobook),Natasza Socha,"Po prawie trzydziestu latach od brutalnego zamordowania 19-letniej Lucyny na jej grobie pojawia się bukiet świeżych frezji. Matka dziewczyny twierdzi, że ktoś zrobił to celowo, co więcej – wiedział, że to ulubione kwiaty Luśki. Kobieta jest przekonana, że morderca żyje i w ten sposób daje o sobie znać. Sprawa trafia do sekcji „archiwum x”, którą prowadzą Klara Majewska i Antoni Praszyński. Czy uda się rozwikłać zagadkę sprzed lat? Co tak naprawdę stało się z Lucyną i kto położył frezje na jej grobie?",Kryminał,"
Almost thirty years after the brutal murder of 19-year-old Lucyna, a bouquet of fresh freesias appears on her grave. The girl's mother claims that someone did it on purpose, what's more - they knew that these were Luśka's favorite flowers. The woman is convinced that the murderer is alive and this is how he makes himself known. The case ends up in the ""x-files"" section, run by Klara Majewska and Antoni Praszyński . Will they be able to solve the mystery from years ago? What really happened to Lucyna and who put the freesias on her grave?"
2584,Sherlock Holmes. Dolina Strachu / The Valley of Fear,Arthur Conan Doyle,"Ta dwujęzyczna seria  zachwyci wszystkich miłośników prozy Arthura Conan Doyle'a. Do rąk czytelników trafiają cztery powieści, których bohaterem jest Sherlock Holmes - ekscentryczny detektyw amator. Każda książka zawiera oryginalny tekst angielski  i jego polskie tłumaczenie.
W serii: Studium w szkarłacie, Znak czterech, Pies Baskerville’ów, Dolina Strachu.",Kryminał,"This bilingual series  will delight all fans of Arthur Conan Doyle's prose. Four novels are in the hands of readers, the protagonist of which is Sherlock Holmes - an eccentric amateur detective. Each book contains the original English text and its Polish translation.
In the series: Study in Scarlet, Sign of Four, Hound of the Baskervilles, Valley of Fear."
2591,Sherlock Holmes. Znak czterech / The Sign of the Four,Arthur Conan Doyle,"Artur Conan Doyle pochodził z ubogiej arystokratycznej rodziny. Jego ojciec, alkoholik i narkoman, znęcał się nad dziećmi i żoną. Matka Arthura dorabiała jako praczka, by wyżywić rodzinę. Ukończył studia medyczne w Edynburgu i do 1890 r. prowadził praktykę lekarską. Później zajął się wyłącznie pisarstwem. Oprócz utworów kryminalnych pisał także powieści historyczne, fantastycznonaukowe, sensacyjne i książki niebeletrystyczne. Zajmował się również spirytyzmem oraz badaniem historii starożytnych Greków.
Druga z kolei powieść o przygodach Sherlocka Holmesa. Do detektywa amatora zgłasza się  panna Mary Morstan, która od śmierci ojca dostaje co roku, w ten sam dzień, piękną perłę. Holmes i Watson usiłują odkryć, kto i dlaczego je przysyła i co znaczy tajemniczy napis „Znak czterech”. Śledztwo odsłania mroczne tajemnice sprzed wielu lat. Piękna kobieta, wielki skarb, chciwość i zbrodnia...",Kryminał,"
Arthur Conan Doyle came from a poor aristocratic family. His father, an alcoholic and drug addict, abused his children and wife. Arthur's mother worked as a laundress to support the family. He graduated from medical school in Edinburgh and practiced medicine until 1890. He later devoted himself exclusively to writing. In addition to crime novels, he also wrote historical novels, science fiction, thrillers, and non-fiction.
He also dealt with spiritualism and the study of the history of the ancient Greeks.
The second novel in a series about the adventures of Sherlock Holmes. The amateur detective is approached by Miss Mary Morstan , who has been receiving a beautiful pearl every year on the same day since her father's death. Holmes and Watson try to discover who sends them and why, and what the mysterious inscription ""The Sign of Four"" means. The investigation reveals dark secrets from many years ago. A beautiful woman, a great treasure, greed, and crime..."
2589,Sherlock Holmes. Przygody Sherlocka Holmesa / The Adventures of Sherlock Holmes,Arthur Conan Doyle,"Wymarzony prezent dla wszystkich miłośników  Sherlocka Holmesa – genialnego detektywa amatora, mistrza dedukcji – oraz talentu literackiego  angielskiego pisarza Arthura Conan Doyle'a, który tę niezwykłą postać powołał do życia na kartach swych powieści i opowiadań. 
Rozwiązuj zagadki kryminalne z Sherlockiem Holmesem!: Studium w szkarłacie, Znak czterech, Pies Baskervillów, Dolina Strachu, Przygody Sherlocka Holmesa, Wspomnienia Sherlocka Holmesa, Powrót Sherlocka Holmesa, Pożegnalny ukłon, Sprawy Sherlocka Holmesa.",Kryminał,"
A perfect gift for all fans of Sherlock Holmes – a brilliant amateur detective, a master of deduction – and the literary talent of the English writer Sir Arthur Conan Doyle, who brought this extraordinary character to life on the pages of his novels and short stories.
Solve crimes with Sherlock Holmes!: A Study in Scarlet, The Sign of Four, The Hound of the Baskervilles , The Valley of Fear, The Adventures of Sherlock Holmes, The Memoirs of Sherlock Holmes, The Return of Sherlock Holmes, The Farewell Bow, The Cases of Sherlock Holmes."
